numero,edad,identidad_genero,tipo_victima,lugar_hecho,modalidad_comisiva,fecha_hecho
720,21,MUJER,PRINCIPAL,Jujuy,AHORCAMIENTO,01/02/2015
719,16,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,16/09/2016
718,26,MUJER,PRINCIPAL,Mendoza,AHORCAMIENTO,13/09/2016
717,24,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,12/09/2016
716,33,TRAVESTI,PRINCIPAL,Mendoza,ACUCHILLAMIENTO,01/03/2015
715,53,TRAVESTI,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,23/06/2016
714,29,TRAVESTI,PRINCIPAL,Formosa,APUÑALAMIENTO - QUEMADURAS,01/04/2016
713,32,TRANS FEMENINA,PRINCIPAL,Tierra del Fuego,ACUCHILLAMIENTO,12/05/2013
712,27,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,13/09/2016
711,36,TRAVESTI,PRINCIPAL,Jujuy,ACUCHILLAMIENTO,10/09/2016
710,19,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,09/09/2016
709,50,MUJER,PRINCIPAL,Buenos Aires,S/D,26/08/2016
708,39,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,21/08/2016
707,21,MUJER,PRINCIPAL,Chubut,GOLPES - ACUCHILLAMIENTO,28/08/2016
706,17,MUJER,PRINCIPAL,Santa Fe,S/D,16/08/2016
705,37,MUJER,PRINCIPAL,Corrientes,DISPARO DE BALA - ACUCHILLAMIENTO,19/08/2016
704,36,MUJER,PRINCIPAL,Buenos Aires,AHORCAMIENTO - GOLPES,09/08/2016
703,42,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,20/07/2016
702,S/D,MUJER,VINCULADO,Córdoba,GOLPES,06/08/2016
701,43,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,13/08/2016
700,63,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS - GOLPES,14/08/2016
699,21,MUJER,PRINCIPAL,Chaco,OTROS,14/08/2016
698,23,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,14/08/2016
696,18,MUJER,PRINCIPAL,Tucuman,AHORCAMIENTO,07/08/2016
694,53,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,08/08/2016
693,20,MUJER,PRINCIPAL,Salta,GOLPES,06/03/2014
692,18,MUJER,PRINCIPAL,Ciudad de Buenos Aires,ESTRANGULAMIENTO - ASFIXIA,29/07/2016
691,17,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,31/07/2016
690,25,MUJER,PRINCIPAL,Santa Fe,AHORCAMIENTO - GOLPES,28/07/2016
689,31,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA,25/07/2016
688,49,HOMBRE,VINCULADO,Córdoba,DISPARO DE BALA,04/09/2014
687,43,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,06/07/2016
686,20,MUJER,PRINCIPAL,Jujuy,AHORCAMIENTO,23/07/2016
685,29,MUJER,PRINCIPAL,Jujuy,GOLPES,14/07/2016
684,37,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,23/07/2016
683,S/D,MUJER,PRINCIPAL,Buenos Aires,OTROS,19/07/2016
682,23,MUJER,PRINCIPAL,Entre Rios,ESTRANGULAMIENTO - GOLPES,12/02/2013
681,S/D,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,12/07/2016
680,27,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,12/07/2016
679,29,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,06/07/2016
678,20,MUJER,PRINCIPAL,Misiones,ASFIXIA,13/06/2016
677,53,MUJER,PRINCIPAL,Misiones,ESTRANGULAMIENTO,11/07/2016
676,17,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA,10/07/2016
675,50,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA,07/07/2016
674,38,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,06/07/2016
673,42,MUJER,PRINCIPAL,Santa Fe,DEGOLLAMIENTO,23/06/2016
672,70,HOMBRE,VINCULADO,S/D,S/D,S/D
672,24,HOMBRE,VINCULADO,S/D,S/D,S/D
672,19,MUJER,VINCULADO,S/D,S/D,S/D
672,22,MUJER,VINCULADO,S/D,S/D,S/D
672,52,MUJER,PRINCIPAL,S/D,S/D,S/D
671,35,MUJER,PRINCIPAL,Mendoza,DISPARO DE BALA,05/07/2016
670,26,MUJER,PRINCIPAL,Buenos Aires,OTROS,31/12/2015
669,21,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,04/07/2016
668,26,MUJER,PRINCIPAL,Formosa,GOLPES,26/06/2016
667,25,MUJER,PRINCIPAL,Tierra del Fuego,ESTRANGULAMIENTO - DESCUARTIZAMIENTO,03/07/2016
666,17,MUJER,PRINCIPAL,San Juan,ESTRANGULAMIENTO,16/06/2016
665,26,MUJER,PRINCIPAL,Córdoba,ESTRANGULAMIENTO,22/06/2016
664,58,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,22/06/2016
663,56,MUJER,PRINCIPAL,Chaco,QUEMADURAS,20/06/2016
662,36,MUJER,PRINCIPAL,Santiago del Estero,AHORCAMIENTO,16/06/2016
661,24,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,08/06/2016
660,41,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,07/06/2016
659,25,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,02/04/2016
658,16,MUJER,PRINCIPAL,Salta,OTROS - GOLPES,18/03/2016
657,8,MUJER,PRINCIPAL,Mendoza,OTROS - QUEMADURAS,12/04/2016
656,71,MUJER,PRINCIPAL,Mendoza,GOLPES,17/12/2015
655,35,TRAVESTI,PRINCIPAL,Mendoza,OTROS - GOLPES,05/06/2016
654,12,MUJER,PRINCIPAL,Tucuman,OTROS - ESTRANGULAMIENTO,28/05/2016
653,13,MUJER,PRINCIPAL,Buenos Aires,OTROS - ESTRANGULAMIENTO - GOLPES,23/04/2016
652,12,MUJER,PRINCIPAL,Santa Fe,OTROS - ESTRANGULAMIENTO,25/05/2016
651,25,S/D,PRINCIPAL,Chubut,APUÑALAMIENTO - GOLPES,17/05/2016
650,21,MUJER,PRINCIPAL,Santa Fe,OTROS - ESTRANGULAMIENTO - GOLPES,14/05/2016
649,18,MUJER,PRINCIPAL,Entre Rios,OTROS - ESTRANGULAMIENTO,22/04/2016
648,14,MUJER,PRINCIPAL,Buenos Aires,OTROS - ESTRANGULAMIENTO,06/05/2016
648,26,MUJER,PRINCIPAL,Buenos Aires,OTROS - ESTRANGULAMIENTO,06/05/2016
647,21,MUJER,PRINCIPAL,Salta,GOLPES,18/04/2016
646,30,MUJER,PRINCIPAL,Córdoba,DISPARO DE BALA,06/05/2016
645,44,MUJER,PRINCIPAL,Córdoba,S/D,03/05/2016
644,62,MUJER,PRINCIPAL,Entre Rios,S/D,28/04/2016
643,19,MUJER,PRINCIPAL,Córdoba,GOLPES,28/04/2016
642,52,MUJER,PRINCIPAL,Mendoza,GOLPES,23/04/2016
641,25,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,26/04/2016
